method,regime,num_cycles,density,samp_size,seed,d,num_nodes,threshold,ari_scc,fscore,var_precision,var_recall,var_fscore,var_shd,inter_scc_precision,inter_scc_recall,inter_scc_fscore,chosen_threshold,chosen_beta,bic_score,runtime_sec,num_sccs,max_scc_size,num_nontrivial,frac_nontrivial,has_cycles,num_parts_est
lacerda,hard,5,0.5,5000,9,20,20,,0.6303501945525292,0.961038961038961,0.9207920792079208,1.0,0.9587628865979382,8,0.9080459770114944,1.0,0.9518072289156626,,,,0.4839193189982325,11,4,5,0.7,1,9
lacerda,hard,5,0.5,10000,0,20,20,,1.0,1.0,0.9901960784313726,1.0,0.9950738916256158,1,0.9888888888888888,1.0,0.9944134078212292,,,,0.4580309779848903,13,3,5,0.6,1,13
lacerda,hard,5,0.5,10000,1,20,20,,1.0,1.0,0.9904761904761904,1.0,0.9952153110047848,1,0.9887640449438202,1.0,0.9943502824858756,,,,0.4795191239099949,9,6,5,0.8,1,9
lacerda,hard,5,0.5,10000,2,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4999605291523039,10,4,5,0.75,1,10
lacerda,hard,5,0.5,10000,3,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.5317076391074806,9,4,5,0.8,1,9
lacerda,hard,5,0.5,10000,4,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4804089171811938,11,4,5,0.7,1,11
lacerda,hard,5,0.5,10000,5,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.3998900379519909,10,5,5,0.75,1,10
lacerda,hard,5,0.5,10000,6,20,20,,1.0,1.0,0.9696969696969696,1.0,0.9846153846153848,3,0.963855421686747,1.0,0.98159509202454,,,,0.4080522970762104,9,5,5,0.8,1,9
lacerda,hard,5,0.5,10000,7,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4747518089134246,11,4,5,0.7,1,11
lacerda,hard,5,0.5,10000,8,20,20,,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,,,,0.4259066039230674,7,6,5,0.9,1,7
