regime,n,seed,method,ari,exact,partition_exact,ica_runtime_sec,selection_runtime_sec,total_runtime_sec,cap_hit,timed_out,completed,selection_share,selection_over_ica,selection_dominates
unstable,50000,13,ours,1.0,1.0,1.0,0.07040495797991753,4.095799522474408e-05,0.07044591597514227,False,False,True,0.0005814104999244616,0.0005817487347471613,False
unstable,50000,14,arbitrary_control,0.0,0.0,0.0,0.058788958995137364,3.2183609437197444e-05,0.058821142604574564,False,False,True,0.0005471435611775162,0.0005474430911399445,False
unstable,50000,14,enum_first_stable,1.0,1.0,1.0,0.058788958995137364,16.182340625033248,16.241129584028386,False,False,True,0.9963802419843414,275.26156104195934,True
unstable,50000,14,enum_uniform_random,1.0,1.0,1.0,0.058788958995137364,16.18235423322767,16.241143192222808,False,False,True,0.9963802450172787,275.2617925173019,True
unstable,50000,14,ours,1.0,1.0,1.0,0.058788958995137364,3.8958038203418255e-05,0.05882791703334078,False,False,True,0.0006622372534682597,0.0006626761022701662,False
unstable,50000,15,arbitrary_control,0.0,0.0,0.0,0.058568916050717235,3.058360889554024e-05,0.05859949965961277,False,False,True,0.0005219090448415329,0.0005221815761291644,False
unstable,50000,15,enum_first_stable,1.0,1.0,1.0,0.058568916050717235,60.000046083994675,60.05861500004539,False,True,True,0.9990248040842987,1024.4349755771161,True
unstable,50000,15,enum_uniform_random,1.0,1.0,1.0,0.058568916050717235,60.000059350184166,60.058628266234884,False,True,True,0.9990248042997072,1024.4352020827507,True
unstable,50000,15,ours,1.0,1.0,1.0,0.058568916050717235,6.266700802370906e-05,0.058631583058740944,False,False,True,0.001068826812350012,0.0010699704254291324,False
unstable,50000,16,arbitrary_control,0.0,0.0,0.0,0.05861662497045472,2.6116392109543086e-05,0.05864274136256427,False,False,True,0.0004453473951375505,0.00044554581780692525,False
unstable,50000,16,enum_first_stable,1.0,1.0,1.0,0.05861662497045472,4.320442416938022,4.3790590419084765,False,False,True,0.9866143332598437,73.70677549442175,True
unstable,50000,16,enum_uniform_random,1.0,1.0,1.0,0.05861662497045472,4.320454775157851,4.379071400128305,False,False,True,0.9866143710356635,73.70698632573172,True
unstable,50000,16,ours,1.0,1.0,1.0,0.05861662497045472,3.649998689070344e-05,0.058653124957345426,False,False,True,0.0006223025101773774,0.0006226900117347423,False
